velib velib_7_s200_r2_k5..12_v1 2 200
version 1.0

#remorque id     x   y   capa
remorque  r1     4  44      5
remorque  r2    84   8     12

#station id     x   y   capa ideal  nbvp
station  s1    93  18     13    10     2
station  s2    93  39      7     1     7
station  s3     8  40     10     4    10
station  s4    34  29      7     1     6
station  s5    38  19      8     2     8
station  s6    91   7     12     7     9
station  s7    23  11      9     4     0
station  s8    47   1     12     3    12
station  s9    58  60      5     5     0
station  s10   59  93      6     5     5
station  s11   21  53     14     9     2
station  s12   84  17      9     3     8
station  s13   11  29      5     2     1
station  s14   67   6      5     1     4
station  s15   53  80     10     8     6
station  s16   78  17     13     8     6
station  s17   19  62     15     1    11
station  s18    5  70     10     6     5
station  s19   57  62      7     5     5
station  s20   86   0     10     1     1
station  s21   81  18     14     9     4
station  s22   96  63      8     5     7
station  s23   71  86      6     4     6
station  s24   40  84     13     9     6
station  s25   56  15     10     5     9
station  s26   69   4      9     3     4
station  s27   64   8     15     4     6
station  s28   16  33     10     6     2
station  s29   34  38     10     6    10
station  s30   42  70     15     7     0
station  s31   55  76      9     4     5
station  s32   63  11     13     1     2
station  s33   98  14      8     6     0
station  s34   64  19     14     3     5
station  s35   47  58     11     9     2
station  s36   22  92     13     7     2
station  s37    1  19     12     1     5
station  s38   66  44     13    12     8
station  s39   10  53     15     0     6
station  s40   72  63      6     3     1
station  s41   43  25      5     3     3
station  s42   42  80     12     2     9
station  s43   74   6     14     6    10
station  s44   13  24     11    11    10
station  s45   37  83      8     2     7
station  s46   87  16     11     8     9
station  s47   38  79     11    10    10
station  s48   92  95     11     5     2
station  s49   21  93     14    11     8
station  s50   44  51     11     2    11
station  s51   87  42     12    11     1
station  s52    3  98      7     5     4
station  s53   60  59      7     1     7
station  s54   40  48     15    13    14
station  s55   21  72     12     7     5
station  s56   23  82      6     3     1
station  s57   62  86     14     0    12
station  s58    9   0      5     4     1
station  s59   66  84     11     8    10
station  s60   62  49     14     1    12
station  s61   33  85     10     9     1
station  s62   59  62     14     5     5
station  s63   17  49      5     2     1
station  s64   67  91      8     1     2
station  s65   48   8      6     6     1
station  s66   49  22     10     5     5
station  s67   51  45     14     6    10
station  s68   87  20     13     3     7
station  s69   85  59     15    14    12
station  s70   19  51     12     4     2
station  s71   83  32     11    11     6
station  s72   75  60     15     5     9
station  s73   32   0     14    14     7
station  s74   27  51     11    11     4
station  s75   74  18     13     6    10
station  s76    0  64     13     8    10
station  s77   93  50     14    12     6
station  s78   74  17     11     3     8
station  s79   69  69     10     5     8
station  s80   41  97     14     7     5
station  s81    3  31      8     3     8
station  s82   84  81      6     2     0
station  s83   68  52     12     5    12
station  s84   37  33      9     4     2
station  s85   47  15      7     3     5
station  s86   67  67     13     5    12
station  s87   62  60      8     0     3
station  s88   55  90      5     2     1
station  s89   65  80      9     3     2
station  s90    0  73      9     9     9
station  s91    1  69      5     2     5
station  s92   67  32     14     8     5
station  s93   57   4      8     0     5
station  s94   43  47      6     6     2
station  s95   98  79     11     2     9
station  s96   50  53     15     5     6
station  s97   82  41      6     5     6
station  s98   94   7     11     4     8
station  s99   90  64      5     1     3
station  s100   8  77      6     2     0
station  s101   9  46     12     9    12
station  s102  85  86      7     2     4
station  s103  83  64     14     9     1
station  s104  56   9     15     6     5
station  s105  41   1     11     9     6
station  s106  47   6     15    14    10
station  s107  93  64     13    12     6
station  s108  32  34      6     5     4
station  s109  21  12     14     0    12
station  s110  97  23     13     6     1
station  s111  91  69      7     5     7
station  s112  90  32      6     3     1
station  s113  32  78      9     6     9
station  s114  44  42     11     6    11
station  s115  21  67     10     9     6
station  s116  71  14      8     7     5
station  s117  55  93      9     2     9
station  s118  43  54      8     8     3
station  s119  24  44      9     4     6
station  s120  61  61     10     8     9
station  s121  26  18     10    10     9
station  s122  11  73     15     3     0
station  s123   6  60      7     4     7
station  s124  15  38     13     6     1
station  s125  81  90      6     0     0
station  s126  77  31     14    10    13
station  s127   7  67      8     6     2
station  s128  60  98     10     4    10
station  s129  74  51     14    11     5
station  s130  35   5      5     2     3
station  s131  56  19      9     4     2
station  s132  44  13     12     6     3
station  s133  58   3      7     4     5
station  s134  77   4     13     4     1
station  s135   1  76      6     3     3
station  s136  62   0     13     9    11
station  s137  83  21     15    13     7
station  s138   3  25      7     2     0
station  s139  95  41     15    13    11
station  s140   3  76     13    13     8
station  s141  27  96     14    13    14
station  s142   9  40      7     1     4
station  s143  44  39     15     6     8
station  s144  23  68      8     4     8
station  s145  96  27     10     6     7
station  s146  93  70      9     2     6
station  s147  90  71     13     7     4
station  s148  12  46      5     4     4
station  s149  10  71      9     8     8
station  s150  64   4      8     4     0
station  s151  74  23      7     5     4
station  s152   1  52     10     5     7
station  s153  68  35      6     2     0
station  s154  96  57     15    15     4
station  s155  88   5     11     0    10
station  s156  62  72     10     7     3
station  s157  58  79      9     4     6
station  s158  45  10      9     4     2
station  s159  94  96      8     7     5
station  s160  42  43     14    12     5
station  s161   1  25      9     8     6
station  s162  42  60     12     5     8
station  s163  96  49     13    10     3
station  s164  75  39     12    12     3
station  s165  65  61      5     3     5
station  s166  55  79      7     6     1
station  s167  23  60     11     0     6
station  s168  81  72     11     3     1
station  s169  60  50     13     1    10
station  s170  85  37     13    12     1
station  s171  39   3      6     0     5
station  s172  25  80      8     8     6
station  s173  94   5     13     1     0
station  s174  90  73     14     9     6
station  s175  53  16     13     4     1
station  s176  28   1     10    10     1
station  s177  33  73      9     9     3
station  s178  60  14     13     4     9
station  s179  55   0      7     3     4
station  s180  39  54     11     1     0
station  s181  90  83     11     2    10
station  s182  35  32      6     6     1
station  s183  33  34     13     8     6
station  s184  99  26     13     7     0
station  s185  87  61     15     3    15
station  s186  27  42      7     2     7
station  s187  62  42     15     1     4
station  s188  30  40      7     5     3
station  s189  64  61     15     4     6
station  s190  25  86     10     7     9
station  s191  60  99      8     0     2
station  s192  53  14      8     0     2
station  s193   3  65     15     4    10
station  s194   3  92     12    11     5
station  s195  50  68      5     5     3
station  s196  61  38     13    13     4
station  s197  46  15     14    14     8
station  s198  81  78     14     8    12
station  s199  87  74      5     4     0
station  s200  50  27     12     3    11

