velib velib_4_s050_r2_k5..10_v1 2 50
version 1.0

#remorque id     x   y   capa
remorque  r1    40  15     10
remorque  r2    72  22      8

#station id     x   y   capa ideal  nbvp
station  s1    82  75     13     7     5
station  s2    34  49     10    10     8
station  s3    20  37     12     3     7
station  s4     4  42      8     7     6
station  s5    38  33     15    12     6
station  s6    67  69     13     4     7
station  s7    46  70      8     2     1
station  s8    80  52      7     4     4
station  s9    90  63      6     6     4
station  s10    8  50     15    15    14
station  s11    8  17     11     8     1
station  s12   73  57     14    14     4
station  s13   90  62      8     0     7
station  s14   43  32     15     2     5
station  s15    8  76     15     8     1
station  s16   34  60     14     6     4
station  s17   70  86     11     3     7
station  s18   56  82      6     4     0
station  s19   40  81     11     9     3
station  s20   97  18      9     7     4
station  s21   22  43      9     5     7
station  s22   74  72     15     3     0
station  s23   91  96      5     5     5
station  s24   55  21      5     0     1
station  s25   70  74     10     1     8
station  s26   15  30     15     7     3
station  s27   63  20      8     6     8
station  s28   59  49      9     0     0
station  s29   62  40     15     5    12
station  s30   92  36      7     1     5
station  s31    7  49     14     2     4
station  s32    1  79      5     1     2
station  s33   40  46     14    11     1
station  s34   78  94      5     0     3
station  s35   21  43     15     2     6
station  s36   21  49      8     3     0
station  s37   97   8     11     8     8
station  s38   11   1     10     7    10
station  s39   80  92     15     1     3
station  s40   37  57      7     0     7
station  s41   42  48      9     6     9
station  s42   19  95      6     5     6
station  s43   72  37     14     5    11
station  s44   36  39     13     7     1
station  s45   83  90      9     8     3
station  s46   19  56     13    12     8
station  s47   78  49      8     3     7
station  s48   27  67      7     6     6
station  s49    5   5      7     5     7
station  s50   93  12     11     1     8

