velib velib_9_s500_r3_k5..15_v1 3 500
version 1.0

#remorque id     x   y   capa
remorque  r1    24   3     13
remorque  r2    72   0     10
remorque  r3    19  74     14

#station id     x   y   capa ideal  nbvp
station  s1    41  10     10     7     3
station  s2    38  96      9     7     2
station  s3    14  26      6     2     0
station  s4    22  66      7     7     4
station  s5    60   1      8     5     8
station  s6    97  29     15     8     0
station  s7    62   7     13    11    11
station  s8    33  79      5     5     2
station  s9    20  94      6     5     0
station  s10   78  28     12     6    10
station  s11    0  64     14     2     2
station  s12   63  37     13     8     5
station  s13   71  37      6     1     1
station  s14    1  85     10     7     5
station  s15   74  99      5     0     1
station  s16   32  16      7     2     0
station  s17   75  55      5     5     4
station  s18   37  30      5     5     0
station  s19   33  52      6     4     3
station  s20    2  28      9     8     6
station  s21   44  48     15     6     8
station  s22   91  21      6     0     5
station  s23   39  29      5     0     1
station  s24    9  33     12    12     1
station  s25   88  55      9     0     0
station  s26   80  76      9     3     3
station  s27   16  98     12     2     8
station  s28   65  35      7     4     1
station  s29    1  18      7     7     4
station  s30   99  20      6     6     1
station  s31   92   7     14     1     7
station  s32   43  32      5     3     1
station  s33   53   8      9     8     3
station  s34   24  78      8     4     2
station  s35    9  26      7     4     1
station  s36    5  84     12     9     7
station  s37   81   9      5     5     0
station  s38   44  71      9     8     0
station  s39   26  24      9     1     6
station  s40   32  53     11     7     5
station  s41   60  95      5     0     4
station  s42   33  85      8     6     3
station  s43   17  51     12     4     8
station  s44   94  63     14    13     6
station  s45   77  96     13    12     3
station  s46   47  36     12    10     5
station  s47   56  85     11     7     4
station  s48   92  12     15    11    11
station  s49   35  85      6     0     1
station  s50   89  34     14     8     6
station  s51   89  59      9     5     7
station  s52   93   0     13    13     1
station  s53   71  97      7     5     7
station  s54   34  29     15     7     2
station  s55   94  30     11     7     5
station  s56   57  49     10     7    10
station  s57   44  21     14     7     3
station  s58   92  34     11     4     9
station  s59   40  90      9     9     9
station  s60   19  69     11    10     6
station  s61   35  24      9     2     4
station  s62   43  23      7     2     2
station  s63   64  71     15     5     0
station  s64   32  78     15     3    12
station  s65   26   3     10     5     9
station  s66   23  76      7     2     0
station  s67   92   6     11     3     8
station  s68   60  77     11     7    10
station  s69   39  64     13     9     0
station  s70    4  42     10     4     0
station  s71   58  94     10     0     1
station  s72   35  77     10     4     6
station  s73   98  93     10     1     5
station  s74   41  70      5     1     0
station  s75   95  71      5     3     3
station  s76   87  25      8     5     6
station  s77   22  76      6     5     0
station  s78    3  70     13    11     7
station  s79    5  86     12     0     5
station  s80   60  34      6     6     2
station  s81   50  59      7     5     1
station  s82   63  21     15    12     9
station  s83   23  17      9     7     5
station  s84   74  25      8     1     2
station  s85   10  98      8     1     7
station  s86   84  53     15     2    12
station  s87   12  68      6     3     5
station  s88   62  34      6     2     0
station  s89   60   4     10     8     5
station  s90   19   1      7     6     4
station  s91   69  55      6     3     1
station  s92   75   3     15     9     5
station  s93   19  85      5     2     5
station  s94   44   6     15     0     2
station  s95   95  97      5     4     5
station  s96   54  78     10     6     2
station  s97   36  89     12     0     2
station  s98   84  18     15     8    11
station  s99   89  44     13    11     1
station  s100  24  90     13    10     9
station  s101   4  92     13     0     6
station  s102  20  55     15     9    12
station  s103   5  59     14     6     5
station  s104  61  84     11    11     4
station  s105  83  96     11     3     2
station  s106  33  68      6     5     4
station  s107  49   8     14     3    14
station  s108  96  12      6     4     2
station  s109  75  20      8     5     2
station  s110  29  32     13    10    10
station  s111   7  20      8     3     6
station  s112  22  23     14     1     0
station  s113  15  13      7     4     0
station  s114  45  71      6     5     3
station  s115  66  30      7     1     2
station  s116  19  58      9     3     6
station  s117  90  40      5     0     5
station  s118  35  95     12     1     5
station  s119  56  60      7     7     3
station  s120  44  42     13    12     2
station  s121  32   4     13     8    11
station  s122  54  52      8     0     3
station  s123  76  44      9     0     5
station  s124  26   2     11     2     7
station  s125  30  64      9     1     2
station  s126  21  69     11     5     4
station  s127  25   5      9     9     9
station  s128  22  82      6     1     2
station  s129  52  88     13    13    13
station  s130  55  21     13     7    10
station  s131  46  33     14     4     5
station  s132  29   6      8     6     5
station  s133  49  29     11     8     6
station  s134  79  96     11     1    10
station  s135  93  20      9     8     9
station  s136   7  40      5     2     0
station  s137  30  13     11     0     6
station  s138  99   8      5     3     3
station  s139  24  76      6     5     6
station  s140  59  50     13     3     4
station  s141  51  62     10     2     1
station  s142  63  70     14     2     2
station  s143  11   1      9     2     0
station  s144  57  96     13     3     6
station  s145  33  29      7     5     7
station  s146  30   2      6     5     5
station  s147  27  40     15     3     6
station  s148  91  51      9     6     8
station  s149  30  66     11     4     1
station  s150  84  33     15     7     0
station  s151  12  33      5     3     5
station  s152  89  22      5     1     1
station  s153  59  70      6     4     2
station  s154  64  66      5     1     2
station  s155  56  14      9     4     7
