velib velib_5_s100_r2_k5..12_v1 2 100
version 1.0

#remorque id     x   y   capa
remorque  r1    99  78     12
remorque  r2    61  16      6

#station id     x   y   capa ideal  nbvp
station  s1     8  62      5     0     2
station  s2     7  76      6     5     6
station  s3    80  27      6     6     0
station  s4    84  86      7     6     2
station  s5     9  41     14    14     6
station  s6     1  82     12     0     0
station  s7    78   5     15     0    10
station  s8    80   4      9     9     7
station  s9    51  27      7     4     2
station  s10   38  83      8     2     2
station  s11    7  30      8     1     1
station  s12   55   3      6     1     2
station  s13   85   7      5     2     4
station  s14   31   9     11     0     5
station  s15    5  34     13    13     1
station  s16   31  32     10     2     8
station  s17    0   7     11    11     5
station  s18   16  64     13    10    12
station  s19   44  37     10     9     6
station  s20   22  52     10     2     3
station  s21   60  91     13     8     6
station  s22   97  92     11     3     4
station  s23   20  49     13     0     4
station  s24   82  13      7     4     3
station  s25   81  22     15     3     9
station  s26   92  83      6     4     4
station  s27   82  36     14     4    10
station  s28   32  10     11     6     5
station  s29    9  63      7     2     3
station  s30   57  19      5     0     5
station  s31    8  71      9     8     7
station  s32   74  86     13     0     7
station  s33   15  69      8     4     8
station  s34    0   2      7     1     2
station  s35   91  65     12     1     3
station  s36   23  50     11     3     4
station  s37   54  24      5     5     5
station  s38   73   1     14     0     2
station  s39   23  39     14     4     6
station  s40   81  91      9     2     1
station  s41   97  87     10     4     9
station  s42   18  34      6     2     0
station  s43   35  29      6     2     2
station  s44   20   0      6     2     1
station  s45   78  51     13    10     7
station  s46   69  79     10     4     7
station  s47   19  46     15     9     8
station  s48   85  89     11     9     3
station  s49   17  94      6     0     2
station  s50   28   8      5     5     1
station  s51    5  26     14     3    14
station  s52   28  75      8     0     1
station  s53   83  55      8     7     4
station  s54    3  95      7     6     3
station  s55   93  38      7     7     5
station  s56   71  64      8     7     7
station  s57   37   1     11    11    10
station  s58    7  35     14     7     7
station  s59   89  90     12     6     0
station  s60   31  14      9     5     9
station  s61   74  68      5     0     5
station  s62   81  67      6     0     3
station  s63   11  30     15     9     3
station  s64    8  51      9     4     1
station  s65   74  25     14    14     4
station  s66   31  39     14    11    11
station  s67   22  80     15    12    12
station  s68   15  15      6     3     6
station  s69   57  46      8     3     8
station  s70   51  85      6     0     5
station  s71   96  26      7     6     7
station  s72   14  98     13     9     4
station  s73   81  40     15    10     3
station  s74    6  58     12     9     2
station  s75   54  93      6     0     6
station  s76   18  20     14     5     0
station  s77   76  45     13     6    12
station  s78   12   1     10     1     0
station  s79   11  88     13    13     5
station  s80   56  83     15     3     0
station  s81   42  57     12     0    10
station  s82    8  10     12     3    12
station  s83   44  68     12    10     0
station  s84   96  13     11     3     8
station  s85   10  33     10     1     3
station  s86   64  36      5     0     3
station  s87   24  26     10     2     1
station  s88   55  76     11     5     6
station  s89   46  58      7     6     1
station  s90   95  76     12     6    12
station  s91    5  49     15    13     5
station  s92   15  86      5     2     1
station  s93   59  95     12     5     0
station  s94   53  18      9     4     6
station  s95   67   9     15    15    11
station  s96    0  72     15     1     1
station  s97   64  25      9     5     4
station  s98   13  73     14     5     7
station  s99   77  33     14     2     7
station  s100  64   3     11     7     1

