velib velib_8_s200_r10_k5..12_v1 10 200
version 1.0

#remorque id     x   y   capa
remorque  r1    87  95      9
remorque  r2    84  37      5
remorque  r3    31  96      6
remorque  r4    39  44      8
remorque  r5    32  59     11
remorque  r6    54  36     10
remorque  r7    47  78     12
remorque  r8    10  71      8
remorque  r9    59   1      8
remorque  r10   81   6      9

#station id     x   y   capa ideal  nbvp
station  s1    56  97     13     1     0
station  s2    54  51      9     3     5
station  s3    28   0     13     9    11
station  s4    37  11      8     2     8
station  s5    63  21     11     5     4
station  s6    90  17      7     1     0
station  s7    68  35     14     8    14
station  s8    18  46      5     0     0
station  s9     7  55     10    10     2
station  s10   19  52      7     6     5
station  s11   78  71     11     2     4
station  s12   45  47      7     7     5
station  s13   63  53     13     1     1
station  s14   65  98     11     5     0
station  s15   25  52     13     0    11
station  s16    2  70     11     3     2
station  s17   60  68     12     6     8
station  s18   38  38     13    10     2
station  s19   61  92      9     2     8
station  s20   80  27     14     7     7
station  s21   84  23     12     4     6
station  s22    0   9      6     3     0
station  s23   83  71      9     9     4
station  s24   72  91      9     2     9
station  s25   81  82      5     4     5
station  s26   98  25     12     4     4
station  s27   63  64     12     1    10
station  s28   70  52     15    14    12
station  s29   91  93      6     6     1
station  s30   81  33      6     6     0
station  s31    4  78     13     3     1
station  s32   94  62      8     0     1
station  s33   29  28     13     7    10
station  s34   74  61      7     2     3
station  s35   96  75     13    11    13
station  s36   89  70     10     5     5
station  s37   64  98      8     5     5
station  s38    3  90     11     3     2
station  s39   31  26     11    10    10
station  s40    9  28      7     4     0
station  s41   97  78     11     1     5
station  s42   76  72     12     6     6
station  s43    9  40     13     2     7
station  s44    0  73     15     7    14
station  s45   75  64      7     6     0
station  s46   14  12     15    11    14
station  s47   17  80      7     2     7
station  s48   84  80     13     9     0
station  s49   92  58      6     2     1
station  s50   67  35      8     5     2
station  s51   74  57     15     2     5
station  s52   41   1     14    14    13
station  s53   39   7      7     0     2
station  s54   74  28     13     1    11
station  s55   71  25     15    12     4
station  s56   57  11     13     1     8
station  s57   47  82      8     0     3
station  s58   99  86     11     8    11
station  s59    3  39     10    10     3
station  s60   71  22     10     1     2
station  s61   22  79     11     8     4
station  s62   54  34      7     3     4
station  s63   43  40      6     5     2
station  s64   58  40      6     3     6
station  s65   48   1     11     4     1
station  s66   36  44     14    12     8
station  s67   85  75     11     7     5
station  s68   88  18     11     2     9
station  s69   14  69      8     4     7
station  s70   12  68     10     6     9
station  s71   50  67      7     7     3
station  s72   75  90      7     5     6
station  s73   60  29     12     9    11
station  s74    7  64     14     0     5
station  s75    6  64     10     7     2
station  s76   50  23     10     6    10
station  s77   12  57      8     0     5
station  s78   96   4     12     9     6
station  s79   65  60      9     4     1
station  s80   70  93      6     5     6
station  s81   44  97     14     5    12
station  s82   51  53     10     5    10
station  s83   33  33      5     2     0
station  s84   77  33      6     1     6
station  s85    1  98     10     1     4
station  s86   50   2     14     1    12
station  s87   58  72     14    14     8
station  s88   96  33      6     0     3
station  s89   84   6     15     9    15
station  s90    8  61      6     3     0
station  s91   85  37     12    12     5
station  s92   14  67      9     1     5
station  s93    6  63     10     7    10
station  s94   34  69     15    13     1
station  s95   50  13      5     2     3
station  s96   61  10      7     7     6
station  s97   72  60      6     6     4
station  s98   76  58     13     7     6
station  s99   59  61     12     3     6
station  s100  11   1     11     5     9
station  s101  92  74      8     1     1
station  s102  96  55      7     7     3
station  s103  41   7      6     3     1
station  s104  95  21     11     2     5
station  s105   4  50      6     0     6
station  s106  75  29      9     5     8
station  s107  22  83     15    10     4
station  s108  21   9     14    12     2
station  s109  93  63      5     4     4
station  s110  36  22     11     3     9
station  s111  10   4      8     0     8
station  s112  68  11      8     6     6
station  s113  83  69     14    12     4
station  s114  18  61     13    11    10
station  s115  56  81     15     6    11
station  s116  41  66     13     5    11
station  s117  46  59     11     0     7
station  s118  53  36     11     1    10
station  s119  11  10      7     5     5
station  s120  23  22     13    10     2
station  s121  34  82     15    11     0
station  s122  92  30     10     0     3
station  s123  47  61     12     6     6
station  s124  65  63     14    14     9
station  s125  31  22      5     4     4
station  s126  86  84     15    11     8
station  s127  95  15     14    10     0
station  s128   0  57     10     5     5
station  s129  18  21      8     6     4
station  s130  16  66     10     9     4
station  s131   7  99     12     4     4
station  s132  30  37     11     5     5
station  s133  24  29      9     7     2
station  s134  58  60     10     0    10
station  s135   1  67     12    12    12
station  s136  54  41      5     1     5
station  s137  82  57      5     0     0
station  s138  38  57      8     7     4
station  s139   5  88      9     8     7
station  s140  95   3      9     5     8
station  s141  86  69     15     2    11
station  s142  18  86      8     3     4
station  s143  66  82     12    11    10
station  s144  39  48     14     5     9
station  s145  81  70      7     4     3
station  s146  98  99     15    11     2
station  s147  49  60      5     2     2
station  s148  76  92     12     4     2
station  s149   6  53     15     1     3
station  s150  87  45     12     6     0
station  s151  90  52     10    10     9
station  s152  78  64      7     7     4
station  s153  14  52      5     0     3
station  s154  48  90      7     3     2
station  s155  50  40     15     8     0
station  s156  46  62     14    11     9
station  s157  60  55      8     1     7
station  s158   0  51     10     3     1
station  s159  19   1      7     6     4
station  s160  51  13     10     4     1
station  s161  52   0     13     0     9
station  s162  64   2      9     7     0
station  s163   4  37     13     9     2
station  s164  54  84      6     6     2
station  s165   0  21     15    12     0
station  s166   6  80     13    12     5
station  s167  97  57      6     5     3
station  s168  16  83      6     6     4
station  s169  42  11     15     2    14
station  s170  14  40      5     3     5
station  s171   0  18      7     1     1
station  s172  13  26     12    10     1
station  s173  82  38     12     2    10
station  s174  45  33     15    14     8
station  s175  34  56      8     8     3
station  s176  55  47      7     5     1
station  s177  11  85     13     5     0
station  s178  52  40     10     6    10
station  s179  68   8      5     2     5
station  s180  14  85      8     5     5
station  s181  96  18     13     1    12
station  s182  30  66     11     0     1
station  s183  32  71      9     2     7
station  s184  21  68      6     0     2
station  s185  54  49     12     4     6
station  s186  12  23      6     4     2
station  s187  26   9      9     4     3
station  s188  88  50      6     1     1
station  s189  57  77      5     0     1
station  s190  15  37      7     4     0
station  s191  31  44     10    10     7
station  s192  51  17     15    14     3
